target,prediction,raw_uncertainty,calibrated_uncertainty,raw_lower_95,raw_upper_95,calibrated_lower,calibrated_upper,absolute_error,raw_inside_interval,calibrated_inside_interval
1.1131497e-05,0.00011208024,5.728952e-05,0.00027801222,-2.0721927e-07,0.0002243677,-0.00016593197,0.00039009246,0.000100948746,True,True
-0.00013293892,-1.4942692e-06,5.8528058e-05,0.00028402256,-0.00011620927,0.000113220725,-0.00028551684,0.0002825283,0.00013144466,False,True
4.0840976e-05,-0.00017023079,4.9074977e-05,0.00023814903,-0.00026641774,-7.404383e-05,-0.00040837983,6.791824e-05,0.00021107178,False,True
5.7298053e-05,-3.522221e-05,6.9559865e-05,0.00033755726,-0.00017155954,0.00010111512,-0.00037277947,0.00030233504,9.252026e-05,True,True
0.0002023004,1.0955283e-06,3.9373583e-05,0.0001910705,-7.60767e-05,7.826775e-05,-0.00018997498,0.00019216603,0.00020120488,False,False
0.00016736952,0.0001341115,6.38647e-05,0.00030992,8.93668e-06,0.00025928632,-0.0001758085,0.0004440315,3.3258024e-05,True,True
0.00010730397,0.00012121412,3.8531172e-05,0.00018698249,4.569302e-05,0.00019673523,-6.576837e-05,0.0003081966,1.3910154e-05,True,True
7.1621136e-05,4.853142e-05,3.8332222e-05,0.00018601703,-2.659974e-05,0.00012366258,-0.00013748561,0.00023454845,2.3089717e-05,True,True
0.00025222474,4.5050903e-05,2.806079e-05,0.00013617224,-9.948246e-06,0.00010005005,-9.1121336e-05,0.00018122315,0.00020717384,False,False
0.00018583587,0.0001940413,7.9831974e-05,0.00038740534,3.757063e-05,0.00035051198,-0.00019336403,0.0005814466,8.205432e-06,True,True
0.00016109803,0.00014524991,5.5280772e-05,0.00026826427,3.6899597e-05,0.00025360024,-0.00012301435,0.00041351418,1.5848113e-05,True,True
0.00033451754,9.485275e-05,3.5491572e-05,0.00017223204,2.5289271e-05,0.00016441624,-7.737929e-05,0.0002670848,0.00023966478,False,False
